run_number,timestamp,operation,time_seconds
1,2025-11-03T15:39:10.962372,get_all_annotation_tasks,0.831078290939331
1,2025-11-03T15:39:10.962372,get_annotation_task_detail,0.04051995277404785
1,2025-11-03T15:39:10.962372,total_time,0.8716201782226562
1,2025-11-03T15:39:27.014751,get_all_annotation_tasks,0.7809758186340332
1,2025-11-03T15:39:27.014751,get_annotation_task_detail,0.039119720458984375
1,2025-11-03T15:39:27.014751,total_time,0.8201217651367188
2,2025-11-03T15:39:29.076366,get_all_annotation_tasks,1.0188860893249512
2,2025-11-03T15:39:29.076366,get_annotation_task_detail,0.02208709716796875
2,2025-11-03T15:39:29.076366,total_time,1.0409998893737793
3,2025-11-03T15:39:31.353836,get_all_annotation_tasks,1.0296831130981445
3,2025-11-03T15:39:31.353836,get_annotation_task_detail,0.02707386016845703
3,2025-11-03T15:39:31.353836,total_time,1.0567829608917236
4,2025-11-03T15:39:33.620031,get_all_annotation_tasks,0.9838347434997559
4,2025-11-03T15:39:33.620031,get_annotation_task_detail,0.0267179012298584
4,2025-11-03T15:39:33.620031,total_time,1.0105698108673096
5,2025-11-03T15:39:35.833124,get_all_annotation_tasks,0.8019180297851562
5,2025-11-03T15:39:35.833124,get_annotation_task_detail,0.027118206024169922
5,2025-11-03T15:39:35.833124,total_time,0.8290588855743408
6,2025-11-03T15:39:37.873842,get_all_annotation_tasks,0.9136388301849365
6,2025-11-03T15:39:37.873842,get_annotation_task_detail,0.024371862411499023
6,2025-11-03T15:39:37.873842,total_time,0.9380300045013428
7,2025-11-03T15:39:40.049276,get_all_annotation_tasks,0.9749178886413574
7,2025-11-03T15:39:40.049276,get_annotation_task_detail,0.02383708953857422
7,2025-11-03T15:39:40.049276,total_time,0.9987850189208984
8,2025-11-03T15:39:42.274165,get_all_annotation_tasks,0.9557392597198486
8,2025-11-03T15:39:42.274165,get_annotation_task_detail,0.024731874465942383
8,2025-11-03T15:39:42.274165,total_time,0.9804942607879639
9,2025-11-03T15:39:44.488057,get_all_annotation_tasks,1.0299091339111328
9,2025-11-03T15:39:44.488057,get_annotation_task_detail,0.027009010314941406
9,2025-11-03T15:39:44.488057,total_time,1.0569491386413574
